concept_id	ces	deu	ita	eng	pol	rus	nob	ukr	fra	lat
n07424109		revolution	rivoluzione	revolution	rewolucyjka rewolucja				revolution	
n00962722	revoluce	revolution	rivoluzione	revolution		revoljucija	revolusjon	revoljucija	revolution	revolutio
n10527334	revolucionar	revolutionar	rivoluzionario  sovversivo	revolutionist subversive	rewolucjonista	revoljucioner revoljucionerka			revolutionnaire subversif	
n04086273	revolver	revolver	revolver	revolver	rewolwer	revolver			revolver	
v02354736		rewire	rewire	rewire	rewire			rewire	rewire	
n09570957	rhadamanthys	rhadamanthys	radamanto	rhadamanthus	radamantys	radamant		radamant	rhadamanthe rhadamante	rhadamanthus
n06967710	retoromanstina	ratoromanisch	retoromanzo	rhaeto-romanic rhaeto-romance	retoromanski	retoromanskii	retoromansk	retoromans'ka	rheto-roman	
n13140535		rhamnales	rhamnales	rhamnales order rhamnales	rhamnales				rhamnale	
n06382590	rapsodie rapsodie	rhapsodie	rapsodia	rhapsody	rapsodia	rapsodiia	rapsodi	rapsodiia	rhapsody	
n01521756	nandu	nandu	nandu	rhea nandu pterocnemia pennata	nandu darwina	nandu	nandu	nandu	nandou pterocnemia pennata rhea nandou de darwin	rhea
n14652390	rhenium	rhenium	renio	rhenium re	re ren	renij	rhenium	renii	rhenium	rhenium
n06102316	reologie	rheologie	reologia	rheology	reologia	reologija			rheologie	
n02487547	rhesus		macaca mulatta reso	rhesus macaca mulatta	rezus makak rezus				rhesus macaca mulatta macaque rhesus	
n06170498	retorika	rhetorik		rhetoric	retoryka	ritorika	retorikk	retoryka	rhetorique	
n07070429			magniloquenza retorica grandiloquenza	rhetoric magniloquence grandiloquence	grandilokwencja	grandioznost'		grandioznist'	rhetorique	
n10380672			retore oratore	rhetorician orator	pliniusz	ritor orator	plinius		rhetoricien orateur	orator
a01173795	artriticky revmaticky	rheumatoid	reumatoide	rheumatic  arthritic rheumatoid		revmaticheskii		revmatichnii	arthritique	
n14080210		rheumatismus rheuma	reuma reumatismo	rheumatism	reumatyzm	revmatizm			rhumatisme	
n10528023		rheumatologe	reumatologo	rheumatologist	reumatolog	revmatolog		revmatolog	rhumatologiste rhumatologue	
n06062655	revmatologie	rheumatologie	reumatologia	rheumatology	reumatologia				rhumatologie	
n14694453	stras	strass	strass	rhinestone	stras		rhinestone		strass	
n14355060	rinitida	rhinitis coryza	rinite coriza corizza	rhinitis coryza		rinit			coryza rhinite	
n02391994	nosorozec	nashorn	rinoceronte	rhino rhinoceros	nosorozec	nosorog	nesehorn neshorn	nosorih	rhino rhinoceros	rhinoceros
n02392434	nosorozec indicky	panzernashorn	rhinoceros unicornis	rhinoceros unicornis	nosorozec pancerny  nosorozec indyjski	indiiskii nosorog	panserneshorn		rhinoceros indien rhinoceros unicornis	
n06062842	otorinolaryngologie		otorinolaringoiatria otorinolaringologia	rhinolaryngology  otorhinolaryngology otolaryngology	otolaryngologia otorynolaryngologia laryngologia	otorinolaringologija otolaringologija		otorinolaringologiia	otorhinolaryngologie	
n00689062		rhinoplastik	rinoplastica	rhinoplasty	rhinoplasty	rinoplastika			rhinoplastie	
n02224141		rhinotermitidae	rhinotermitidae	rhinotermitidae family rhinotermitidae	rhinotermitidae				rhinotermitidae	
n13128582		rhizom	rizoma	rhizome rootstock		kornevishchnyi kornevishchevyi kornevishche	rotstokk rhizom	korenevishche	rhizome	rhizoma
n12345709		rhizophora	rhizophora	rhizophora	rhizophora	rizofora		rizofora	rhizophora	
n12974062	rhizopus nigricans	rhizopus stolonifer rhizopus nigricans	rhizopus stolonifer rhizopus nigricans	rhizopus stolonifer	rhizopus stolonifer rhizopus nigricans				rhizopus stolonifer rhizopus nigricans	
n06835845	rho ro	rho	ro	rho	rho	ro		ro	rho	
n02087394	rhodesky ridgeback	rhodesian ridgeback	rhodesian ridgeback	rhodesian ridgeback	rhodesian ridgeback		rhodesian ridgeback		rhodesian ridgeback	
n14652623	rhodium	rhodium	rodio	rhodium rh	rod rh	rodij	rhodium	rodii	rhodium	rhodium
n12244153	rododendron	rhododendron	rododendro	rhododendron	rododendron	rododendron	rododendron rhododendron	rododendron	rhododendron	
n14696180		rhodonit	rhodonite	rhodonite	rodonit	rodonit		rodonit	rhodonite	
n15088869	rhodopsin	rhodopsin	rodopsina	rhodopsin	rodopsyna				rhodopsine	
n13882961		rhombus	rombo  losanga	rhomb  rhombus	romb	romb	rombe	romb	rhombus rhombe losange	rhombus
n05500594	zadni mozek	rhombencephalon	rombencefalo	rhombencephalon		zadnij mozg			rhombencephale	rhombencephalon
n12602980	rebarbora	rhabarber	rabarbaro	rhubarb	rabarbar  rzewien	reven			rhubarbe	
n12762583	skumpa	sumach rhus	rhus	rhus	rhus sumak				rhus	
n14933236	ryolit	rhyolite rhyolit	riolite	rhyolite	ryolit riolit				rhyolite	
n07086518	rytmus takt	rhythmus	ritmo	rhythm	rytm	takt ritm	rytme	rytm	rythme	
n07064315	rhythm and blues	rhythm and blues	rhythm and blues	rhythm and blues	rhythm and blues	ritm-end-bliuz ritm i bliuz ritm-n-bliuz	rhythm and blues	ritm-end-bliuz	rhythm and blues	
a02019021	rytmicky	rhythmisch		rhythmical rhythmic	rytmiczny		rytmisk			
v00851933	vysmat se smat smat se vysmivat se	lachen		rib		vysmeivat	le	smijatysja		rideo ridere
n05279026	zebro	rippe	costola	rib costa	zebro	rebro	sidebein ribbein	rebro	cote	costa
n12805762	ribes sativum	ribes rubrum ribes sativum	ribes rubrum ribes sativum	ribes sativum	ribes rubrum ribes sativum				ribes rubrum ribes sativum	
n12806015	angrest ribes grossularia	ribes uva crispa ribes grossularia	ribes uva spina ribes uva-crispa	ribes uva-crispa ribes grossularia	agrest			agrus	ribes uva-crispa	
n15091473	riboflavin  laktoflavin	riboflavin  lactoflavin	lattoflavina	riboflavin lactoflavin hepatoflavin ovoflavin	laktoflawina  ryboflawina					
n14832046	ribonukleaza	ribonuklease	ribonucleasi	ribonucleinase ribonuclease	rybonukleaza	ribonukleaza	ribonuklease	pibonukleaza ribonukleaza	ribonucleases ribonuclease	
n05446394	ribozom	ribosom	ribosoma	ribosome	rybosom	ribosoma	ribosom	ribosoma	ribosomes ribosome	ribosoma
n07804323	ryze	reis	riso	rice	ryz	ris	ris	ryz rys	riz	
a02021905	bohaty	reich		rich	bogaty	bogatyj	rik	bahatyj	riche	
n13851865	richterova skala	richterskala	scala richter	richter scale	skala richtera	skala rixtera		skala rixtera  ryxterova skala	echelle de richter	
n12924623		ricinus communis  rizinus	ricinus communis ricino	ricinus communis	rycynus				ricinus communis  ricin commun	
n01371483	rickettsie	rickettsia rickettsien	rickettsia	rickettsia	riketsja			rickettsia	rickettsia	
n01370913	haemobartonella colesiota grahamella aegyptianella neorickettsia cytocetes paranaplasma anaplasmataceae	rickettsiales colesiota grahamella agyptianella neorickettsia cytocetes paranaplasma anaplasmataceae hamobartonella	haemobartonella rickettsiales colesiota grahamella aegyptianella neorickettsia cytocetes paranaplasma anaplasmataceae	rickettsiales order rickettsiales	haemobartonella rickettsiales colesiota grahamella aegyptianella neorickettsia paranaplazma cytocetes anaplasmataceae				rickettsiales rickettsies	
n03599486		rikscha	ricscio	rickshaw jinrikisha ricksha	ryksza riksza	riksa		riksha	rickshaw trishaw	
n05565337	pravice	rechte	diritta  dritta	right	prawica prawy	pravyj			droit	rectus
n05174653	pravo	recht	diritto	right		pravo prava	rett		droit	
n05567489	prstenicek	ringfinger	anulare	ring finger		bezymjannyj palec	ringfinger	bezimennyj palec	ringvinger annulaire	anularius
v00789448	telefonovat	telefonieren antelefonieren anbellen		ring telephone	dzwonic telefonowac	zvonit telefonirovat pozvonit	ringe	dzvonyty telefonuvaty	telephoner	
n13698076		ringgit	ringgit	ringgit	ringgit	ringgit	ringgit		ringgit	
n07199922				riposte retort return	riposta ripostowac				riposte retour reponse	
v02544348	riskovat	riskant		risk		risknut riskovat	risikere		risquer risque	
n13354260	rizikovy kapital	venture-kapital risikokapital	capitale a rischio capitale di rischio	risk capital venture capital	venture capital		risikovillig kapital		capital-risque capital risque	
n14541852	nebezpeci riziko	gefahr	pericolo rischio	risk peril		risk	fare risiko	nebezpeka  risk	risquer peligre	periculum
n07875436	rizoto	risotto	risotto	risotto	risotto	rizotto	risotto		risotto	
n02042637		rissa	rissa	rissa	rissa		rissa		rissa	
n01027859	ritual obrad	ritus ritual	rituale rito	rite  ritual		ritual obrjad	ritual	rytual obrjad	rite rituel	
a03111832	ritualisticky kultovy ritualni	ritualisiert	ritualista  rituale	ritualistic	kultowy				ritualiste	
n01168569	konkurence konkurovani rivalita	rivalitat konkurrenz	competizione rivalita gara concorrenza	rivalry competition	konkurencja gra	sopernicestvo  konkurencija	konkurranse	konkurentsiia supernitstvo	competition	rivalitas competitio
n09411430	reka		fiume	river	rzeka	recka reka		ricka rika	fleuve riviere	fluvius flumen
n07663796	rostbif	roastbeef	rosbif	roast beef	rostbef	rostbif	roastbiff		rosbif	
n12567768		robinie robinia robinien	robinia	robinia	robinia				robiniers robinia	
n06133654	robotika	robotik	robotica	robotics	robotyka	robototexnika		robototekhnika	robotique	
n09501322		roch	roc	roc			rokk		rock rokh	
n08250501		rock-gruppe	gruppo rock	rock group		rok-gruppa		rok-gurt rok-grupa	groupe de rock	
n07064715	rock	rock _n_ roll  rock rockmusik	rock rock and roll	rock'n'roll rock 'n' roll rock rock music rock and roll rock-and-roll	rock rock and roll	rok rok-n-roll	rockemusikk rock	rok-n-roll	rock 'n' roll roche rock and roll roc	
n07064537	blues	rockabilly blues	blues	rockabilly		bljuz	blues	bljuz	rockabilly	
n04099429	raketa	rakete		rocket	rakieta	raketa			roquette	
n04699767	rokoko	rokoko		rococo	rokoko	rokoko			rococo	
n02329401		nager		rodent gnawer	gryzon	gryzun	gnager gnageren	grizun	rodentia	rodens
n14652824	roentgenium	rontgenium  roentgenium	roentgenio	roentgenium  rg	roentgen rg	rentgenij	roentgenium  rontgenium rontgenium	rentgenii	roentgenium	roentgenium
n09716933	riman rimanka	romerin romer	romano	roman		rimljanka			romaine  romain	
n06497872	latinka	lateinisches alphabet	alfabeto latino	roman alphabet latin alphabet	lacinka alfabet lacinski	latinskij alfavit latinica		latynycja latynka	alphabet latin	alphabetum latinum
n07983170	rimska mytologie	romische mythologie	mitologia romana	roman mythology	mitologia rzymska		romersk mytologi		mythologie romaine	mythologia romana
n13931436		romanze	romanzetto  avventura	romance	romansik romans	roman		roman	aventure	
n05208422			romanticismo	romance romanticism	romantyka	romantika			romantisme	
n09728285	rumun	rumane rumanin	rumeno  romeno	romanian rumanian	rumun	rumynka rumyn			roumain roumaine	
a02962272	rumunsky			romanian rumanian roumanian	rumunski rumun	rumynskij	rumener	rumun	roumain roumaine	
a02921325		romanisch		romanic roman		romanskij			romaine romain	
n10537822		romantiker	romantico	romantic	romantyk	romantik			romantique	
n05152902		romantik		romanticism	romantyka romantycznosc romantyzm	romantizm romantika romanticnost			romantisme	
a02789151		romantisch		romanticistic romantic romanticist	romantyczny	romanticnyj			romantique	
n10538082		romeo	romeo	romeo	romeo	romeo			romeo	romeus
n10154186	cikanka cikan	zigeuner zigeunerin		rommany romany roma romani	rom cygan	cygan cyganka cygane		cyhanka cyhan	roma tsigane tzigane	
n06380879		rondeau	rondello rondo	rondel rondeau	rondel	rondo		rondo	rondeau	
n07043968		rondo	rondello rondo	rondo rondeau	rondo	rondo		rondo	rondo rondeau	
n05308310	koren		radice	root	korzen	koren korni		korin	racine	radicis radix
n13125117	koren		radica radice	root	korzen	koren korni	rot	korin	racine	radix
n07928887	anyz	anis rootbier	anice	root beer			anis		root beer	anisum
n07852302	roquefort	roquefort	roquefort	roquefort	rokfor roquefort	rokfor	roquefort	rokfor	roquefort	
n04109335	ruzenec	rosenkranz	rosario	rosary	rozaniec	cotki rozarij	rosenkrans	cotky rozarij	rosaire	rosarium
n12620196		rose	rosa	rose	roza	roza	rose		rosier	rosa
n04109599	rosarium rozarium	rosengarten rosarium	rosaio	rose garden	rozarium rosarium	rozarij			roseraie	
n12864160	rozmaryn  rozmaryna lekarska	rosmarin	rosmarino rosmarinus officinalis	rosemary  rosmarinus officinalis	rozmaryn lekarski rozmaryn	rozmarin			rosmarinus officinalis romarin	
n04110178	rozeta	rose rosette	rosone rosa	rosette	rozeta	rozetka roza			rosace rose rosette	
n15182805		rosch ha-schana		rosh hashonah rosh hashana rosh hashanah rosh hashona	rosz haszana				roch hachana	
n12864038	rozmaryn	rosmarinus rosmarin	rosmarino rosmarinus	rosmarinus genus rosmarinus	rozmaryn	rozmarin		rozmarin	rosmarinus	rosmarinus
n08236251	rotary international	rotary club rotary international	rotary club rotary international	rotary club  rotary international	rotary international		rotary international		rotary international	
n15012478	derris	rotenon derris	derris rotenone	rotenone	rotenon				rotenone	
n04111962		rotor	rotore	rotor	rotor	rotor		rotor	rotor	
n02106550	rotvajler	rottweiler	rottweiler	rottweiler	rottweiler	rotvejler	rottweiler		rottweiler	
n13699076	rubl	rubel	rublo	rouble ruble	rub	rubl	rubel	rubl	rouble	
n00509399	ruleta	roulette	roulette	roulette	ruletka	ruletka			roulette	
a02040652		rund		round circular	okragly kragly	kruglyj okruglyj	rund	kruhlyj	rond circulaire	rotundus
n04096066		route pfad strassen weg	via	route	droga	put doroga	vei	doroha	route voie	via
n04114844		router		router	router ruter	rauter ruter			routeur	
n01026482		routine	routine	routine modus operandi	rutyna	modus operandi	rutine		routine modus operandi	
n08195132	royal air force	royal air force	royal air force	royal air force	royal air force		royal air force		royal air force	
a01591394	kralovsky	regal	regale	royal regal purple	krolewski	tsarstven  korolevskij tsarstvennyi		korolivs'kii tsarstvenii	royal pourpre	
n08281409		royal society	royal society	royal society of london for improving natural knowledge royal society	royal society				royal society royal society of london for the improvement of natural knowledge	
n10327824	monarchista	monarchist	monarchico realista	royalist monarchist	rojalista monarchista regalista	monarkhistka  monarkhist monarxija	monarki	monarkhist monarxija	monarchiste	
n14653242	ruthenium	ruthenium	rutenio	ru ruthenium	ruten ru	rutenij	ruthenium	rutenii	ruthenium	ruthenium
n14123259			rubeola rosolia	rubella					rubeole	rubeola rubella
n12660796		rubia	rubia	rubia genus rubia	rubia				rubia	
n12657294	moruska	multbeere multebeere	rubus chamaemorus	rubus chamaemorus	moroszka	moroska	multe multebaer	moroshka	rubus chamaemorus	
n15008142	rubin	rubin	rubino	ruby	rubin	rubin			rubis	
n12008017		rudbeckia rudbeckien	rudbeckia	rudbeckia genus rudbeckia	rudbekia				rudbeckias rudbeckia	
n06639563	abeceda	abc  alphabet abecedarium	rudimenti	rudiments	alfabet abecadlo	alfavit	alfabet rudimentene	alfabet	abc	abecedaria abecedarium abecedarium alphabetum
n12707199		ruta graveolens	ruta ruta graveolens	rue ruta graveolens	ruta	ruta			ruta graveolens	ruta
n00470966	ragby	rugby	rugby	rugger  rugby	rugby	regbi	rugby	rehbi	rugby	
n04118635	ruina	ruine	rovina	ruin	ruina	ruina	ruin		ruine	
n04118776		lineal	riga	rule	linijka lineal linia	linejka	linjal	linijka	regle	
n06652242	narizeni	regel reglement vorschrift	norma regola	rule prescript	norma zarzadzenie rozporzadzenie	rasporjazenije predpisaniia rasporiazheniia	forskrift	rozporiadzhennia	regle	
